,date,company,symbol,dividend,eps,grossProfit,nasdaqIndex,marketcap,pe,price,revenuePerShare
224,2018-10-25,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7318.339844,950693315,38.76,38.76,0
225,2018-10-26,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7167.209961,950693315,38.06,38.06,0
226,2018-10-29,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7050.290039,950693315,38.72,38.72,0
227,2018-10-30,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7161.649901999999,950693315,38.95,38.95,0
228,2018-10-31,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7305.899901999999,950693315,38.76,38.76,0
229,2018-11-01,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7434.060059,950693315,39.3,39.3,0
230,2018-11-02,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7356.990234000001,950693315,41.19,41.19,0
231,2018-11-05,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7328.850098000001,950693315,42.53,42.53,0
232,2018-11-06,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7375.959961,950693315,44.06,44.06,0
233,2018-11-07,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7570.75,950693315,44.27,44.27,0
234,2018-11-08,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7530.879883,950693315,45.84,45.84,0
235,2018-11-09,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7406.899901999999,950693315,45.48,45.48,0
236,2018-11-12,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7200.870117,950693315,46.33,46.33,0
237,2018-11-13,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7200.870117,950693315,44.8,44.8,0
238,2018-11-14,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7136.390137,950693315,44.36,44.36,0
239,2018-11-15,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7259.029785,950693315,43.76,43.76,0
240,2018-11-16,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7247.870117,950693315,43.63,43.63,0
241,2018-11-19,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7028.47998,950693315,43.37,43.37,0
242,2018-11-20,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,6908.819823999999,950693315,42.11,42.11,0
243,2018-11-21,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,6972.25,950693315,42.81,42.81,0
244,2018-11-23,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,6938.97998,950693315,43.22,43.22,0
245,2018-11-26,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7081.850098000001,950693315,42.51,42.51,0
246,2018-11-27,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7082.700195,950693315,41.45,41.45,0
247,2018-11-28,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7291.589844,950693315,41.86,41.86,0
248,2018-11-29,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7273.080078,950693315,41.84,41.84,0
249,2018-11-30,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,7330.540039,950693315,42.49,42.49,0
250,2018-12-03,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,,950693315,42.4,42.4,0
251,2018-12-04,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,,950693315,41.35,41.35,0
252,2018-12-06,Associated Capital Group Inc.,AC,0.1,0.67,21029000.0,,950693315,41.36,41.36,0
